date,state,district,age_0_5,age_5_17,age_18_greater,total_enrolment
2025-10-21,Madhya Pradesh,Shivpuri,2,1,0,3
2025-10-21,Madhya Pradesh,Sidhi,5,0,0,5
2025-10-21,Madhya Pradesh,Singrauli,10,1,0,11
2025-10-21,Madhya Pradesh,Tikamgarh,6,0,0,6
2025-10-21,Madhya Pradesh,Ujjain,15,2,0,17
2025-10-21,Madhya Pradesh,Umaria,4,1,0,5
2025-10-21,Madhya Pradesh,Vidisha,1,0,0,1
2025-10-21,Maharashtra,Ahmednagar,8,2,0,10
2025-10-21,Maharashtra,Akola,4,1,0,5
2025-10-21,Maharashtra,Amravati,2,1,0,3
2025-10-21,Maharashtra,Aurangabad,17,7,0,24
2025-10-21,Maharashtra,Beed,5,0,0,5
2025-10-21,Maharashtra,Bhandara,3,0,0,3
2025-10-21,Maharashtra,Buldhana,13,4,0,17
2025-10-21,Maharashtra,Chandrapur,3,0,0,3
2025-10-21,Maharashtra,Dhule,8,10,1,19
2025-10-21,Maharashtra,Gadchiroli,4,0,0,4
2025-10-21,Maharashtra,Gondia,4,0,0,4
2025-10-21,Maharashtra,Hingoli,5,0,0,5
2025-10-21,Maharashtra,Jalgaon,9,3,0,12
2025-10-21,Maharashtra,Jalna,7,4,0,11
2025-10-21,Maharashtra,Kolhapur,8,0,0,8
2025-10-21,Maharashtra,Latur,4,0,0,4
2025-10-21,Maharashtra,Mumbai City,2,2,0,4
2025-10-21,Maharashtra,Mumbai Suburban,10,6,0,16
2025-10-21,Maharashtra,Nagpur,19,3,0,22
2025-10-21,Maharashtra,Nanded,8,1,0,9
2025-10-21,Maharashtra,Nandurbar,8,4,0,12
2025-10-21,Maharashtra,Nashik,16,10,0,26
2025-10-21,Maharashtra,Osmanabad,4,1,0,5
2025-10-21,Maharashtra,Palghar,6,6,1,13
2025-10-21,Maharashtra,Parbhani,3,2,0,5
2025-10-21,Maharashtra,Pune,27,7,0,34
2025-10-21,Maharashtra,Ratnagiri,4,0,0,4
2025-10-21,Maharashtra,Sangli,4,1,0,5
2025-10-21,Maharashtra,Satara,2,1,0,3
2025-10-21,Maharashtra,Sindhudurg,1,0,0,1
2025-10-21,Maharashtra,Solapur,10,3,0,13
2025-10-21,Maharashtra,Thane,32,15,1,48
2025-10-21,Maharashtra,Wardha,3,0,0,3
2025-10-21,Maharashtra,Washim,5,0,0,5
2025-10-21,Maharashtra,Yavatmal,4,1,0,5
2025-10-21,Manipur,Bishnupur,2,4,0,6
2025-10-21,Manipur,Churachandpur,3,2,0,5
2025-10-21,Manipur,Imphal East,1,5,0,6
2025-10-21,Manipur,Imphal West,0,1,0,1
2025-10-21,Manipur,Jiribam,1,0,0,1
2025-10-21,Manipur,Kakching,2,0,0,2
2025-10-21,Manipur,Senapati,4,2,0,6
2025-10-21,Manipur,Tamenglong,1,0,0,1
2025-10-21,Manipur,Thoubal,3,6,0,9
2025-10-21,Meghalaya,East Garo Hills,0,1,17,18
2025-10-21,Meghalaya,East Jaintia Hills,0,2,0,2
2025-10-21,Meghalaya,Eastern West Khasi Hills,0,1,0,1
2025-10-21,Meghalaya,North Garo Hills,1,0,2,3
2025-10-21,Meghalaya,Ri Bhoi,0,1,0,1
2025-10-21,Meghalaya,South Garo Hills,0,2,0,2
2025-10-21,Meghalaya,South West Garo Hills,1,0,0,1
2025-10-21,Meghalaya,South West Khasi Hills,1,1,12,14
2025-10-21,Meghalaya,West Garo Hills,4,3,13,20
2025-10-21,Meghalaya,West Jaintia Hills,0,0,8,8
2025-10-21,Meghalaya,West Khasi Hills,0,5,0,5
2025-10-21,Mizoram,Aizawl,3,2,0,5
2025-10-21,Mizoram,Champhai,7,0,0,7
2025-10-21,Mizoram,Kolasib,1,0,0,1
2025-10-21,Mizoram,Lawngtlai,3,1,0,4
2025-10-21,Mizoram,Lunglei,1,0,0,1
2025-10-21,Mizoram,Mamit,3,0,0,3
2025-10-21,Mizoram,Serchhip,2,0,0,2
2025-10-21,Nagaland,Dimapur,1,2,2,5
2025-10-21,Nagaland,Kiphire,2,0,1,3
2025-10-21,Nagaland,Kohima,1,1,3,5
2025-10-21,Nagaland,Mokokchung,0,1,0,1
2025-10-21,Nagaland,Mon,3,4,6,13
2025-10-21,Nagaland,Noklak,0,1,1,2
2025-10-21,Nagaland,Peren,1,2,7,10
2025-10-21,Nagaland,Phek,2,5,0,7
2025-10-21,Nagaland,Shamator,0,1,0,1
2025-10-21,Nagaland,Tuensang,3,0,2,5
2025-10-21,Nagaland,Zunheboto,0,1,0,1
2025-10-21,Odisha,Angul,5,0,0,5
2025-10-21,Odisha,Balangir,28,5,0,33
2025-10-21,Odisha,Bargarh,12,5,0,17
2025-10-21,Odisha,Bhadrak,9,5,0,14
2025-10-21,Odisha,Boudh,2,1,0,3
2025-10-21,Odisha,Cuttack,4,2,0,6
2025-10-21,Odisha,Dhenkanal,2,1,0,3
2025-10-21,Odisha,Jagatsinghpur,9,3,0,12
2025-10-21,Odisha,Jajpur,4,6,0,10
2025-10-21,Odisha,Kalahandi,9,2,0,11
2025-10-21,Odisha,Kandhamal,3,0,0,3
2025-10-21,Odisha,Kendrapara,17,4,0,21
2025-10-21,Odisha,Kendujhar,5,1,0,6
2025-10-21,Odisha,Khordha,2,2,0,4
2025-10-21,Odisha,Koraput,3,3,0,6
2025-10-21,Odisha,Malkangiri,2,1,0,3
2025-10-21,Odisha,Mayurbhanj,14,6,0,20
2025-10-21,Odisha,Nabarangpur,2,5,1,8
2025-10-21,Odisha,Nayagarh,5,0,0,5
2025-10-21,Odisha,Nuapada,6,1,0,7
2025-10-21,Odisha,Puri,2,0,0,2
2025-10-21,Odisha,Rayagada,6,1,0,7
2025-10-21,Odisha,Sambalpur,7,0,0,7
2025-10-21,Odisha,Subarnapur,2,1,0,3
2025-10-21,Odisha,Sundargarh,1,1,0,2
2025-10-21,Puducherry,Karaikal,1,0,0,1
2025-10-21,Puducherry,Puducherry,4,0,1,5
2025-10-21,Punjab,Amritsar,12,5,0,17
2025-10-21,Punjab,Barnala,8,0,0,8
2025-10-21,Punjab,Bathinda,5,0,0,5
2025-10-21,Punjab,Faridkot,2,1,0,3
2025-10-21,Punjab,Fatehgarh Sahib,2,0,0,2
2025-10-21,Punjab,Fazilka,5,0,1,6
2025-10-21,Punjab,Gurdaspur,23,5,12,40
2025-10-21,Punjab,Hoshiarpur,6,0,0,6
2025-10-21,Punjab,Jalandhar,9,1,5,15
2025-10-21,Punjab,Kapurthala,0,1,13,14
2025-10-21,Punjab,Ludhiana,6,5,1,12
2025-10-21,Punjab,Malerkotla,0,1,0,1
2025-10-21,Punjab,Mansa,3,1,1,5
2025-10-21,Punjab,Moga,3,0,0,3
2025-10-21,Punjab,Pathankot,4,0,0,4
2025-10-21,Punjab,Patiala,3,2,0,5
2025-10-21,Punjab,Rupnagar,5,0,0,5
2025-10-21,Punjab,Sangrur,1,0,0,1
2025-10-21,Punjab,Tarn Taran,15,1,0,16
2025-10-21,Rajasthan,Ajmer,5,0,0,5
2025-10-21,Rajasthan,Alwar,9,5,0,14
2025-10-21,Rajasthan,Banswara,1,3,0,4
2025-10-21,Rajasthan,Baran,1,1,0,2
2025-10-21,Rajasthan,Barmer,3,4,0,7
2025-10-21,Rajasthan,Bharatpur,13,6,1,20
2025-10-21,Rajasthan,Bhilwara,6,2,0,8
2025-10-21,Rajasthan,Bikaner,1,2,0,3
2025-10-21,Rajasthan,Bundi,1,1,0,2
2025-10-21,Rajasthan,Chittorgarh,4,0,0,4
2025-10-21,Rajasthan,Churu,3,2,2,7
2025-10-21,Rajasthan,Dausa,5,0,0,5
2025-10-21,Rajasthan,Dholpur,0,2,0,2
2025-10-21,Rajasthan,Dungarpur,1,2,0,3
2025-10-21,Rajasthan,Hanumangarh,2,0,0,2
2025-10-21,Rajasthan,Jaipur,15,8,0,23
2025-10-21,Rajasthan,Jalore,4,3,1,8
2025-10-21,Rajasthan,Jhalawar,1,1,0,2
2025-10-21,Rajasthan,Jhunjhunu,3,0,0,3
2025-10-21,Rajasthan,Jodhpur,3,4,0,7
2025-10-21,Rajasthan,Karauli,4,5,0,9
2025-10-21,Rajasthan,Kota,4,2,0,6
2025-10-21,Rajasthan,Nagaur,4,0,1,5
2025-10-21,Rajasthan,Pali,1,3,0,4
2025-10-21,Rajasthan,Pratapgarh,0,2,0,2
2025-10-21,Rajasthan,Rajsamand,4,1,0,5
2025-10-21,Rajasthan,Sawai Madhopur,5,4,0,9
2025-10-21,Rajasthan,Sikar,5,2,0,7
2025-10-21,Rajasthan,Sirohi,3,2,0,5
2025-10-21,Rajasthan,Tonk,4,1,0,5
2025-10-21,Rajasthan,Udaipur,5,7,0,12
2025-10-21,Tamil Nadu,Ariyalur,2,0,0,2
2025-10-21,Tamil Nadu,Chengalpattu,1,3,0,4
2025-10-21,Tamil Nadu,Chennai,20,5,0,25
2025-10-21,Tamil Nadu,Coimbatore,20,3,0,23
2025-10-21,Tamil Nadu,Cuddalore,8,0,0,8
2025-10-21,Tamil Nadu,Dharmapuri,6,2,0,8
2025-10-21,Tamil Nadu,Dindigul,3,2,0,5
2025-10-21,Tamil Nadu,Erode,10,1,0,11
2025-10-21,Tamil Nadu,Kancheepuram,33,7,0,40
2025-10-21,Tamil Nadu,Kanyakumari,12,1,0,13
2025-10-21,Tamil Nadu,Karur,1,0,0,1
2025-10-21,Tamil Nadu,Krishnagiri,8,0,0,8
2025-10-21,Tamil Nadu,Madurai,9,2,0,11
2025-10-21,Tamil Nadu,Mayiladuthurai,1,0,0,1
2025-10-21,Tamil Nadu,Nagapattinam,7,2,0,9
2025-10-21,Tamil Nadu,Namakkal,9,0,0,9
2025-10-21,Tamil Nadu,Perambalur,1,0,0,1
2025-10-21,Tamil Nadu,Pudukottai,7,0,0,7
2025-10-21,Tamil Nadu,Ramanathapuram,5,1,0,6
2025-10-21,Tamil Nadu,Salem,15,2,0,17
2025-10-21,Tamil Nadu,Sivaganga,3,1,0,4
2025-10-21,Tamil Nadu,Tenkasi,5,0,0,5
2025-10-21,Tamil Nadu,Thanjavur,6,1,0,7
2025-10-21,Tamil Nadu,The Nilgiris,3,0,0,3
2025-10-21,Tamil Nadu,Theni,3,1,0,4
2025-10-21,Tamil Nadu,Thiruvallur,25,4,0,29
2025-10-21,Tamil Nadu,Thoothukudi,9,0,0,9
2025-10-21,Tamil Nadu,Tiruchirappalli,12,2,0,14
2025-10-21,Tamil Nadu,Tirunelveli,17,2,0,19
2025-10-21,Tamil Nadu,Tirupathur,2,0,0,2
2025-10-21,Tamil Nadu,Tiruppur,10,2,0,12
2025-10-21,Tamil Nadu,Tiruvannamalai,8,1,0,9
2025-10-21,Tamil Nadu,Vellore,15,5,0,20
2025-10-21,Tamil Nadu,Viluppuram,14,1,0,15
2025-10-21,Tamil Nadu,Virudhunagar,7,0,0,7
2025-10-21,Telangana,Adilabad,5,1,0,6
2025-10-21,Telangana,Bhadradri Kothagudem,5,0,0,5
2025-10-21,Telangana,Hyderabad,9,3,2,14
2025-10-21,Telangana,Jagitial,2,0,0,2
2025-10-21,Telangana,Jayashankar Bhupalapally,2,0,0,2
2025-10-21,Telangana,Jogulamba Gadwal,1,0,0,1
2025-10-21,Telangana,Kamareddy,2,0,0,2
2025-10-21,Telangana,Karimnagar,7,0,0,7
2025-10-21,Telangana,Khammam,4,3,0,7
2025-10-21,Telangana,Mahabubabad,3,0,0,3
2025-10-21,Telangana,Mahabubnagar,9,2,0,11
2025-10-21,Telangana,Medak,10,4,0,14
2025-10-21,Telangana,Medchal–Malkajgiri,10,0,0,10
2025-10-21,Telangana,Mulugu,2,0,0,2
2025-10-21,Telangana,Nalgonda,7,1,0,8
2025-10-21,Telangana,Nizamabad,5,0,0,5
2025-10-21,Telangana,Peddapalli,0,0,1,1
2025-10-21,Telangana,Rajanna Sircilla,1,0,0,1
2025-10-21,Telangana,Sangareddy,2,0,0,2
2025-10-21,Telangana,Siddipet,2,0,0,2
2025-10-21,Telangana,Suryapet,2,1,0,3
2025-10-21,Telangana,Vikarabad,4,0,0,4
2025-10-21,Telangana,Wanaparthy,1,0,0,1
2025-10-21,Telangana,Warangal Urban,2,0,0,2
2025-10-21,Tripura,Dhalai,1,1,0,2
2025-10-21,Tripura,Sepahijala,1,0,0,1
2025-10-21,Tripura,South Tripura,1,0,0,1
2025-10-21,Tripura,Unakoti,0,0,1,1
2025-10-21,Tripura,West Tripura,0,2,0,2
2025-10-21,Uttar Pradesh,Agra,3,12,0,15
2025-10-21,Uttar Pradesh,Aligarh,6,9,0,15
2025-10-21,Uttar Pradesh,Ambedkar Nagar,3,3,0,6
2025-10-21,Uttar Pradesh,Amethi,5,1,0,6
2025-10-21,Uttar Pradesh,Amroha,5,2,0,7
2025-10-21,Uttar Pradesh,Auraiya,1,0,0,1
2025-10-21,Uttar Pradesh,Azamgarh,12,27,0,39
2025-10-21,Uttar Pradesh,Baghpat,1,4,17,22
2025-10-21,Uttar Pradesh,Bahraich,10,32,3,45
2025-10-21,Uttar Pradesh,Ballia,6,11,0,17
2025-10-21,Uttar Pradesh,Balrampur,4,8,0,12
2025-10-21,Uttar Pradesh,Banda,3,2,0,5
2025-10-21,Uttar Pradesh,Bareilly,9,11,0,20
2025-10-21,Uttar Pradesh,Basti,7,14,0,21
2025-10-21,Uttar Pradesh,Bhadohi,0,1,0,1
2025-10-21,Uttar Pradesh,Bijnor,29,14,0,43
2025-10-21,Uttar Pradesh,Budaun,0,11,0,11
2025-10-21,Uttar Pradesh,Bulandshahr,11,8,3,22
2025-10-21,Uttar Pradesh,Chandauli,2,3,0,5
2025-10-21,Uttar Pradesh,Chitrakoot,2,2,0,4
2025-10-21,Uttar Pradesh,Deoria,3,11,3,17
2025-10-21,Uttar Pradesh,Etah,2,0,0,2
2025-10-21,Uttar Pradesh,Etawah,1,1,0,2
2025-10-21,Uttar Pradesh,Farrukhabad,2,3,0,5
2025-10-21,Uttar Pradesh,Fatehpur,8,8,1,17
2025-10-21,Uttar Pradesh,Firozabad,8,2,0,10
2025-10-21,Uttar Pradesh,Gautam Buddha Nagar,5,5,0,10
2025-10-21,Uttar Pradesh,Ghaziabad,10,19,0,29
2025-10-21,Uttar Pradesh,Ghazipur,4,15,0,19
2025-10-21,Uttar Pradesh,Gonda,5,7,1,13
2025-10-21,Uttar Pradesh,Gorakhpur,9,12,0,21
2025-10-21,Uttar Pradesh,Hamirpur,0,1,0,1
2025-10-21,Uttar Pradesh,Hapur,3,2,0,5
2025-10-21,Uttar Pradesh,Hardoi,4,9,0,13
2025-10-21,Uttar Pradesh,Hathras,3,2,0,5
2025-10-21,Uttar Pradesh,Jalaun,2,2,0,4
2025-10-21,Uttar Pradesh,Jaunpur,4,8,0,12
2025-10-21,Uttar Pradesh,Jhansi,9,3,0,12
2025-10-21,Uttar Pradesh,Kannauj,0,4,1,5
2025-10-21,Uttar Pradesh,Kanpur Dehat,3,2,0,5
2025-10-21,Uttar Pradesh,Kanpur Nagar,5,10,0,15
2025-10-21,Uttar Pradesh,Kasganj,7,3,0,10
2025-10-21,Uttar Pradesh,Kaushambi,3,4,0,7
2025-10-21,Uttar Pradesh,Kheri,3,14,1,18
2025-10-21,Uttar Pradesh,Kushinagar,5,13,0,18
2025-10-21,Uttar Pradesh,Lalitpur,9,0,0,9
2025-10-21,Uttar Pradesh,Lucknow,6,8,0,14
2025-10-21,Uttar Pradesh,Maharajganj,1,7,1,9
2025-10-21,Uttar Pradesh,Mahoba,1,1,0,2
2025-10-21,Uttar Pradesh,Mainpuri,0,1,0,1
2025-10-21,Uttar Pradesh,Mathura,5,3,0,8
2025-10-21,Uttar Pradesh,Mau,4,12,0,16
2025-10-21,Uttar Pradesh,Meerut,16,9,0,25
2025-10-21,Uttar Pradesh,Mirzapur,6,1,0,7
2025-10-21,Uttar Pradesh,Moradabad,15,11,0,26
2025-10-21,Uttar Pradesh,Muzaffarnagar,5,13,0,18
2025-10-21,Uttar Pradesh,Pilibhit,2,2,1,5
2025-10-21,Uttar Pradesh,Pratapgarh,11,5,0,16
2025-10-21,Uttar Pradesh,Prayagraj,1,1,0,2
2025-10-21,Uttar Pradesh,Rampur,12,9,0,21
2025-10-21,Uttar Pradesh,Saharanpur,5,5,0,10
2025-10-21,Uttar Pradesh,Sambhal,5,3,0,8
2025-10-21,Uttar Pradesh,Sant Kabir Nagar,1,2,0,3
2025-10-21,Uttar Pradesh,Shahjahanpur,5,4,0,9
2025-10-21,Uttar Pradesh,Shamli,8,4,0,12
2025-10-21,Uttar Pradesh,Siddharthnagar,0,11,0,11
2025-10-21,Uttar Pradesh,Sitapur,5,7,2,14
2025-10-21,Uttar Pradesh,Sonbhadra,2,0,0,2
2025-10-21,Uttar Pradesh,Sultanpur,13,6,0,19
2025-10-21,Uttar Pradesh,Unnao,4,9,0,13
2025-10-21,Uttar Pradesh,Varanasi,5,7,0,12
2025-10-21,Uttarakhand,Almora,1,0,0,1
2025-10-21,Uttarakhand,Dehradun,2,1,0,3
2025-10-21,Uttarakhand,Haridwar,5,0,0,5
2025-10-21,Uttarakhand,Nainital,1,0,0,1
2025-10-21,Uttarakhand,Pauri Garhwal,1,0,0,1
2025-10-21,Uttarakhand,Udham Singh Nagar,6,1,0,7
2025-10-21,Uttarakhand,Uttarkashi,0,1,2,3
2025-10-21,West Bengal,Alipurduar,1,0,0,1
2025-10-21,West Bengal,Bankura,13,3,0,16
2025-10-21,West Bengal,Birbhum,30,3,0,33
2025-10-21,West Bengal,Cooch Behar,36,15,0,51
2025-10-21,West Bengal,Dakshin Dinajpur,21,2,0,23
2025-10-21,West Bengal,Darjeeling,2,2,1,5
2025-10-21,West Bengal,Hooghly,22,9,0,31
2025-10-21,West Bengal,Howrah,17,15,0,32
2025-10-21,West Bengal,Jalpaiguri,14,15,1,30
2025-10-21,West Bengal,Kolkata,6,7,0,13
2025-10-21,West Bengal,Malda,49,8,0,57
2025-10-21,West Bengal,Murshidabad,139,16,0,155
2025-10-21,West Bengal,Nadia,34,8,0,42
2025-10-21,West Bengal,Paschim Bardhaman,4,0,0,4
2025-10-21,West Bengal,Paschim Medinipur,25,8,0,33
2025-10-21,West Bengal,Purba Bardhaman,6,1,0,7
2025-10-21,West Bengal,Purba Medinipur,25,3,0,28
2025-10-21,West Bengal,Purulia,10,9,0,19
2025-10-21,West Bengal,Uttar Dinajpur,67,35,0,102
2025-10-22,Andhra Pradesh,Chittoor,1,0,0,1
2025-10-22,Andhra Pradesh,Tirupati,0,0,1,1
2025-10-22,Andhra Pradesh,West Godavari,1,0,0,1
2025-10-22,Arunachal Pradesh,Changlang,1,0,0,1
2025-10-22,Assam,Baksa,0,0,1,1
2025-10-22,Assam,Barpeta,1,0,0,1
2025-10-22,Assam,Biswanath,1,0,0,1
2025-10-22,Assam,Cachar,1,0,0,1
2025-10-22,Assam,Hailakandi,0,0,2,2
2025-10-22,Assam,Jorhat,0,0,1,1
2025-10-22,Assam,Karimganj,1,1,0,2
2025-10-22,Assam,Kokrajhar,1,0,0,1
2025-10-22,Assam,Nalbari,1,0,0,1
2025-10-22,Assam,Udalguri,1,0,1,2
2025-10-22,Bihar,Araria,2,0,0,2
2025-10-22,Bihar,Darbhanga,0,1,0,1
2025-10-22,Bihar,East Champaran,1,0,0,1
2025-10-22,Bihar,Gaya,0,3,0,3
2025-10-22,Bihar,Jamui,0,1,1,2
2025-10-22,Bihar,Jehanabad,0,0,1,1
2025-10-22,Bihar,Khagaria,0,1,0,1
2025-10-22,Bihar,Kishanganj,1,0,0,1
2025-10-22,Bihar,Madhepura,1,0,0,1
2025-10-22,Bihar,Madhubani,0,1,0,1
2025-10-22,Bihar,Purnia,1,0,0,1
2025-10-22,Bihar,Rohtas,0,0,1,1
2025-10-22,Bihar,Saran,1,0,0,1
2025-10-22,Bihar,Vaishali,0,1,0,1
2025-10-22,Chhattisgarh,Mungeli,1,0,0,1
2025-10-22,Delhi,Central Delhi,1,0,0,1
2025-10-22,Delhi,North West Delhi,1,0,0,1
2025-10-22,Goa,North Goa,0,0,1,1
2025-10-22,Gujarat,Ahmedabad,2,2,0,4
2025-10-22,Gujarat,Aravalli,0,1,0,1
2025-10-22,Gujarat,Banaskantha,2,0,0,2
2025-10-22,Gujarat,Bharuch,2,0,0,2
2025-10-22,Gujarat,Bhavnagar,2,0,0,2
2025-10-22,Gujarat,Dahod,2,1,0,3
2025-10-22,Gujarat,Gandhinagar,1,0,0,1
2025-10-22,Gujarat,Jamnagar,2,0,0,2
2025-10-22,Gujarat,Junagadh,1,0,0,1
2025-10-22,Gujarat,Kheda,3,0,0,3
2025-10-22,Gujarat,Morbi,2,1,0,3
2025-10-22,Gujarat,Narmada,1,0,0,1
2025-10-22,Gujarat,Navsari,1,0,0,1
2025-10-22,Gujarat,Panchmahal,0,1,0,1
2025-10-22,Gujarat,Rajkot,2,1,0,3
2025-10-22,Gujarat,Sabarkantha,1,0,0,1
2025-10-22,Gujarat,Surat,2,0,0,2
2025-10-22,Gujarat,Tapi,1,0,0,1
2025-10-22,Gujarat,Vadodara,3,1,0,4
2025-10-22,Gujarat,Valsad,1,0,0,1
2025-10-22,Himachal Pradesh,Kangra,1,0,0,1
2025-10-22,Jammu And Kashmir,Anantnag,1,0,0,1
2025-10-22,Jammu And Kashmir,Kathua,1,0,0,1
2025-10-22,Jammu And Kashmir,Kishtwar,1,0,0,1
2025-10-22,Jammu And Kashmir,Kulgam,1,0,0,1
2025-10-22,Jharkhand,Chatra,1,0,0,1
2025-10-22,Jharkhand,East Singhbhum,1,0,2,3
2025-10-22,Jharkhand,Garhwa,1,0,0,1
2025-10-22,Jharkhand,Giridih,0,1,0,1
2025-10-22,Jharkhand,Koderma,1,0,0,1
2025-10-22,Jharkhand,Latehar,1,0,0,1
2025-10-22,Jharkhand,Saraikela-Kharsawan,1,0,0,1
2025-10-22,Karnataka,Davanagere,1,0,0,1
2025-10-22,Kerala,Ernakulam,1,0,0,1
2025-10-22,Kerala,Kozhikode,1,0,0,1
2025-10-22,Kerala,Malappuram,1,0,0,1
2025-10-22,Kerala,Thiruvananthapuram,1,0,0,1
2025-10-22,Madhya Pradesh,Agar Malwa,1,0,0,1
2025-10-22,Madhya Pradesh,Bhind,1,0,0,1
2025-10-22,Madhya Pradesh,Bhopal,1,0,0,1
2025-10-22,Madhya Pradesh,Chhatarpur,1,0,0,1
2025-10-22,Madhya Pradesh,Guna,1,0,0,1
2025-10-22,Madhya Pradesh,Indore,1,0,0,1
2025-10-22,Madhya Pradesh,Jhabua,1,0,0,1
2025-10-22,Madhya Pradesh,Mandla,2,0,0,2
2025-10-22,Madhya Pradesh,Morena,0,1,0,1
2025-10-22,Madhya Pradesh,Panna,1,0,0,1
2025-10-22,Madhya Pradesh,Sagar,1,0,0,1
2025-10-22,Madhya Pradesh,Shivpuri,0,0,1,1
2025-10-22,Madhya Pradesh,Singrauli,1,0,0,1
2025-10-22,Maharashtra,Amravati,1,0,0,1
2025-10-22,Maharashtra,Dhule,0,1,0,1
2025-10-22,Maharashtra,Pune,1,0,0,1
2025-10-22,Maharashtra,Solapur,1,1,0,2
2025-10-22,Maharashtra,Thane,1,0,0,1
2025-10-22,Meghalaya,East Jaintia Hills,0,0,1,1
2025-10-22,Meghalaya,Ri Bhoi,0,0,3,3
2025-10-22,Meghalaya,South West Khasi Hills,0,0,18,18
2025-10-22,Meghalaya,West Garo Hills,0,0,1,1
2025-10-22,Meghalaya,West Khasi Hills,0,0,3,3
2025-10-22,Nagaland,Kiphire,0,1,0,1
2025-10-22,Nagaland,Mon,0,0,2,2
2025-10-22,Nagaland,Phek,0,1,0,1
2025-10-22,Nagaland,Tuensang,0,0,2,2
2025-10-22,Odisha,Balangir,2,0,0,2
2025-10-22,Odisha,Kalahandi,1,0,0,1
2025-10-22,Odisha,Rayagada,1,0,0,1
2025-10-22,Punjab,Amritsar,0,1,0,1
2025-10-22,Punjab,Jalandhar,0,1,0,1
2025-10-22,Rajasthan,Churu,1,0,0,1
2025-10-22,Rajasthan,Jalore,1,0,0,1
2025-10-22,Rajasthan,Jhalawar,1,0,0,1
2025-10-22,Rajasthan,Jhunjhunu,1,0,0,1
2025-10-22,Rajasthan,Jodhpur,1,0,0,1
2025-10-22,Rajasthan,Karauli,1,0,0,1
2025-10-22,Rajasthan,Sikar,1,0,0,1
2025-10-22,Tamil Nadu,Kanyakumari,1,0,0,1
2025-10-22,Tamil Nadu,Namakkal,1,0,0,1
2025-10-22,Tamil Nadu,Pudukottai,1,0,0,1
2025-10-22,Tamil Nadu,Salem,1,0,0,1
2025-10-22,Tamil Nadu,Tiruchirappalli,1,0,0,1
2025-10-22,Tamil Nadu,Tirunelveli,2,0,0,2
2025-10-22,Tamil Nadu,Vellore,1,0,0,1
2025-10-22,Telangana,Khammam,1,0,0,1
2025-10-22,Telangana,Mahabubnagar,1,0,0,1
2025-10-22,Telangana,Nalgonda,1,0,0,1
2025-10-22,Telangana,Wanaparthy,1,0,0,1
2025-10-22,Tripura,Khowai,1,0,0,1
2025-10-22,Uttar Pradesh,Ballia,1,0,0,1
2025-10-22,Uttar Pradesh,Bulandshahr,0,1,0,1
2025-10-22,Uttar Pradesh,Chandauli,1,0,0,1
2025-10-22,Uttar Pradesh,Hardoi,1,0,0,1
2025-10-22,Uttar Pradesh,Jaunpur,0,1,0,1
2025-10-22,Uttar Pradesh,Kushinagar,1,1,0,2
2025-10-22,Uttar Pradesh,Maharajganj,0,1,0,1
2025-10-22,Uttar Pradesh,Mau,0,1,0,1
2025-10-22,Uttar Pradesh,Muzaffarnagar,2,0,0,2
2025-10-22,Uttar Pradesh,Pilibhit,0,1,0,1
2025-10-22,Uttar Pradesh,Rampur,1,0,0,1
2025-10-22,Uttar Pradesh,Saharanpur,1,0,0,1
2025-10-22,Uttar Pradesh,Sant Kabir Nagar,0,1,0,1
2025-10-22,Uttar Pradesh,Shamli,0,2,0,2
2025-10-22,Uttar Pradesh,Siddharthnagar,0,1,0,1
2025-10-22,Uttar Pradesh,Sitapur,0,1,0,1
2025-10-22,Uttar Pradesh,Varanasi,2,0,0,2
2025-10-22,West Bengal,Dakshin Dinajpur,1,0,1,2
2025-10-22,West Bengal,Hooghly,1,0,0,1
2025-10-22,West Bengal,Howrah,1,0,0,1
2025-10-22,West Bengal,Malda,1,0,0,1
2025-10-22,West Bengal,Murshidabad,1,1,0,2
2025-10-22,West Bengal,Paschim Medinipur,1,0,0,1
2025-10-22,West Bengal,Purba Medinipur,1,0,0,1
2025-10-22,West Bengal,Uttar Dinajpur,1,0,0,1
2025-10-23,Andhra Pradesh,Bapatla,0,0,1,1
2025-10-23,Andhra Pradesh,Guntur,0,0,1,1
2025-10-23,Andhra Pradesh,Krishna,1,0,0,1
2025-10-23,Andhra Pradesh,Kurnool,1,0,0,1
2025-10-23,Andhra Pradesh,Srikakulam,0,0,1,1
2025-10-23,Andhra Pradesh,Visakhapatnam,0,0,1,1
2025-10-23,Arunachal Pradesh,Tawang,1,0,0,1
2025-10-23,Assam,Baksa,0,0,9,9
2025-10-23,Assam,Bongaigaon,0,0,1,1
2025-10-23,Assam,Cachar,0,0,13,13
2025-10-23,Assam,Darrang,0,1,3,4
2025-10-23,Assam,Dhemaji,0,0,28,28
2025-10-23,Assam,Dhubri,0,0,5,5
2025-10-23,Assam,Dibrugarh,0,0,22,22
2025-10-23,Assam,Goalpara,0,0,12,12
2025-10-23,Assam,Golaghat,0,0,31,31
2025-10-23,Assam,Hailakandi,0,0,68,68
2025-10-23,Assam,Jorhat,0,0,15,15
2025-10-23,Assam,Kamrup,1,0,30,31
2025-10-23,Assam,Karbi Anglong,0,0,21,21
2025-10-23,Assam,Kokrajhar,0,0,4,4
2025-10-23,Assam,Lakhimpur,0,0,3,3
